titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques
ديبلكس اعل كدروه سنوار,Appartement/Maison,Vente,5300000,216.0,7.0,2.0,,Teyarett,Nouakchott,"حد شاري تلفنل 26678975.36147216
سعر 53 مليون ",voursa.com,2025-10-08,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: سنوار
300م# فمدال I اسويت للبيع ,Terrain,Vente,4000000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 300م# فكرن من مدال I اسويت بالقرب من سكن سفير السعودية مبيوع ب 40مليون للإستفسار اكثر اتصلوا على الرقم التالى 49546950 ,voursa.com,2025-11-26,Taille rue: N/A | Proche de: مدال I اسويت 
نيمروين فعرفات شرم الشيخ ,Terrain,Vente,800000,360.0,,,,Arafat,Nouakchott,نيمروين فعرفات شرم الشيخ ,voursa.com,2026-01-23,Titre foncier | Taille rue: 40.00 | Proche de: شرم الشيخ 
دار في اغنودرت الواجه التلي للبيع ,Appartement/Maison,Vente,3500000,300.0,4.0,2.0,,Tevragh Zeina,Nouakchott,السلام عليكم هذ دار ف اغنودرت الواجه التلي مساحتها 300م# فرصة حقيقية مبيوع ب 35مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-07-10,1 balcon(s) | Taille rue: 15.00 | Proche de: اغنودرت  | Caméra de sécurité | Garage
400م٢ من سكتير 4 تنباع فبلد وتنباع متينات بين المنازل فقلب سكتير 4,Terrain,Vente,5000000,400.0,,,,Tevragh Zeina,Nouakchott,400م٢ من سكتير 4 تنباع فبلد وتنباع متينات بين المنازل فقلب سكتير 4 الثمن 50M ممكن التفاوض ,voursa.com,2025-06-21,Taille rue: N/A | Proche de: محطة ster
نيمرو فالترحيل سكتير 20 أكستانسوه م Terhil sect 20 Extention M,Terrain,Location,75000,180.0,,,,Toujounine,Nouakchott,نيمرو فالترحيل سكتير 20 أكستانسوه م Terhil sect 20 Extention M,voursa.com,2025-09-22,Taille rue: N/A | Proche de: الله أعلم
نيمرو أفكرن من افنور سكتير 1 أكريب من كدروه ,Terrain,Vente,6300000,720.0,,,,Tevragh Zeina,Nouakchott,نيمرو أفكرن من افنور سكتير 1 أكريب من كدروه مساحة 720م٢ مبيوع ب 63,voursa.com,2025-05-29,Taille rue: N/A | Proche de: جامبور 
شانتيه للبيـــــــــــــــــــــع ,Appartement/Maison,Vente,650000,150.0,3.0,2.0,,Arafat,Nouakchott,"السلام عليكم عندن ذيك 
شانتيه للبيـــــــــــــــــــــع عرفات الداية 6
كريب من كدروه 
فاتح على شارع 6 م
فيها ثلاث بيوت جلسة 
تهوية ، دوشات ، كوزين 
المساحة 150م²
*السعر 6 مليون ونص*",voursa.com,2025-04-26,1 balcon(s) | Taille rue: 6.00 | Proche de: الدايه 6
نيمرو فالمطار بينو واحد مع كدروه ,Terrain,Vente,1000000,216.0,,,,Teyarett,Nouakchott,"38 من بلوك60 
المساحة 216
بينو واحد مع كدروه 
تيترو مكطوعه 
السعر الاخير 10 ملايين",voursa.com,2026-02-25,Titre foncier | Taille rue: N/A | Proche de: المدرسه الجمهورية 
نيمرو من بوش 9 أفكرن متوالي الشارة ,Terrain,Vente,5500000,533.0,,,,Tevragh Zeina,Nouakchott,1066 من بوش 9 متوالي الشارة ب 55 مليون,voursa.com,2026-02-20,Titre foncier | Taille rue: N/A | Proche de: كدروه الشارة 
",نيمرو فتيارت i5",Terrain,Vente,2800000,216.0,,,,Teyarett,Nouakchott,نيمرو ف تيارت i5 اكريب من سكتير 4 تفرغ زينه بينو امعاه الا 3 نيمروات ,voursa.com,2026-02-25,Titre foncier | Taille rue: 12.00 | Proche de: سكتير 4
نص نيمرو من تراب الأساتذة تفرغ زينة ,Terrain,Vente,2700000,300.0,,,,Tevragh Zeina,Nouakchott,"شارع كبير وماه بعيد من البنيان زين تبارك الله 
ملاحظة للراغبين في شراء او بيع نيمرو او دار ماعليكم سوى التواصل معنا والله المستعان ",voursa.com,2025-08-18,Taille rue: N/A | Proche de: المعهد الجامعي 
نيمرو فيه اباتيك اعلي كدروه ابوليس للبيع ,Terrain,Vente,900000,180.0,,,,Arafat,Nouakchott,"السلام عليكم هذ نيمرو اعلى كدروه ابوليس فيه اباتيك مساحة 180م# مبيوع ب 9ملاين للإستفسار اكثر اتصلوا على الرقم التالى 49546950


صوره تخدم النص يغير. ما عندها علاقة بيه",voursa.com,2025-12-13,Taille rue: 40.00 | Proche de: كدروه ابوليس 
نيمرو زين أفكرن من سكتير 6 مبيوع فرصة ,Terrain,Vente,7200000,875.0,,,,Tevragh Zeina,Nouakchott,نيمرو زين أفكرن من سكتير 6 مساحة 875م٢ مبيوع ب 72 فرصة ,voursa.com,2025-07-03,Taille rue: N/A | Proche de: سكتير 6
قطعة ارضية,Terrain,Vente,7000000,875.0,,,,Tevragh Zeina,Nouakchott,المساحة 875 م في تفرغ زينة سكرتير 5,voursa.com,2025-11-04,Taille rue: N/A | Proche de: شارع الشارة
نيمرو فسكتير 4 ,Terrain,Vente,7100000,600.0,,,,Tevragh Zeina,Nouakchott,"نيمرو فسكتير 4 ب 71 
الواتساب : 33887733",voursa.com,2025-05-03,Taille rue: N/A | Proche de: سكتير 4
نيمرو أفكرن من إسكان تفرغ زينة فرصة ,Terrain,Vente,2500000,300.0,,,,Tevragh Zeina,Nouakchott,نيمرو أفكرن من إسكان تفرغ زينة فرصة مساحة 300م٢ مبيوع ب 25 مليون فقط ,voursa.com,2025-06-10,Taille rue: N/A | Proche de: إسكان 
نيمرو من الحي العسكري,Terrain,Vente,5400000,180.0,,,,Teyarett,Nouakchott,*288 من الحي العسكري التيسير مبيوع  ب 5 مليون و 400 الف*,voursa.com,2025-07-08,Taille rue: N/A | Proche de: التيسير
فرصة دار للبيع,Local commercial/industriel,Vente,680000,120.0,,,,Arafat,Nouakchott,فرصة دار للبيع فاتحة على برك بالقرب من طب ايطاليا,voursa.com,2026-02-21,Taille rue: N/A | Proche de: طب ايطاليا
نيمرو أفكرن من بلوكات سكتير 2 ,Terrain,Vente,5600000,600.0,,,,Tevragh Zeina,Nouakchott,مساحة 600م٢ بينو نيمرو امع كدروه وفلقرن بالقرب من مركز بيانات الحكومة ,voursa.com,2025-12-18,Titre foncier | Taille rue: 20.00 | Proche de: مركز بيانات الحكومه 
فرصة نصف نيمرو من سكتير 6 قريب من سانتر متير ,Terrain,Vente,1800000,200.0,,,,Tevragh Zeina,Nouakchott,فرصة نصف نيمرو من سكتير 6 قريب من سانتر متير مساحة 200م٢ بين المنازل إعلى شارع 10م ارتفاع جيد ,voursa.com,2025-07-18,Taille rue: N/A | Proche de: سكتير 6
نيمرو ممتاز في i5 صكوك كريب من كدروه,Terrain,Vente,1800000,216.0,,,,Teyarett,Nouakchott,"كريب من كدروه وشارع كبير وزين تبارك الله 
ملاحظة للراغبين في شراء أو إيجار أو بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان",voursa.com,2026-01-15,Taille rue: 12.00 | Proche de: كدروه السنوار
شانتيه فشرم الشيخ ,Terrain,Vente,4000000,300.0,,,,Tevragh Zeina,Nouakchott,فرصة شانتيه فشرم الشيخ مساحتها 300م٢ أكريب من كدروه مبيوعة ب 40 مليون ,voursa.com,2025-04-14,Taille rue: 0.00 | Proche de: شرم الشيخ 
اربع شقق و اثلت استوديوهات ,Appartement/Maison,Vente,12000000,600.0,7.0,3.0,,Tevragh Zeina,Nouakchott,اربع شقق و ثلت استوديوهات في الحي الجامعي الدخل الشهري 800الف شهريا ,voursa.com,2025-09-29,Titre foncier | 2 balcon(s) | Taille rue: 20.00 | Proche de: الحي الجامعي | Garage
دار فبوحديده تنباع,Appartement/Maison,Vente,900000,1.0,0.0,0.0,,Toujounine,Nouakchott,"دار فبوحديده تنباع
السعر 9 ملايين
واتساب 48889930
للاتصال 34232357",voursa.com,2026-01-28,Titre foncier | type de propriété: Autre | Taille rue: N/A | Proche de: بوحديده
 Un terrain ,Terrain,Vente,550000,300.0,,,,Nouadhibou,Nouakchott,"قطعة أرض بمساحة 300 متر مربع في نواذيبو، بحي الوفاء، قرب كابانو 4.
للمهتمين، يرجى التواصل عبر واتساب على الرقم: 38 59 40 09.",voursa.com,2025-12-16,Titre foncier | Taille rue: 15.00 | Proche de: El weva
نيمرو أفكرن من سكتير 1 بلوكات ,Terrain,Vente,4500000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو أفكرن من سكتير 1 بلوكات مساحة 600م٢ مبيوع ب 45,voursa.com,2025-11-12,Taille rue: N/A | Proche de: بلوكات سكتير 1
نيمرو فاصحراوي محوط زون صانترال,Terrain,Vente,8200000,600.0,,,,Tevragh Zeina,Nouakchott,"نيمرو للبيع موحوط في تفرغ زين في الصحراوي  المساحة 600م  السعر  82مليون
حد مهتم وللا عندو اي عقار للبيع يتواصل امعان 22576577",voursa.com,2025-09-29,Taille rue: N/A | Proche de: الصحراوي
منزل للبيــــع قرب خيرات الشام 1,Appartement/Maison,Vente,5500000,400.0,6.0,4.0,,Tevragh Zeina,Nouakchott,منزل للبيــــع في F Nord مساحة 400م٢ ب 55 مليون ,voursa.com,2025-11-14,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: خيرات الشام 1 | Garage
 للايجار استديو صغير,Appartement/Maison,Location,6000,60.0,1.0,1.0,,Ksar,Nouakchott,استديو يتكون من غرفة متوسطة وفرندا ودوش وكزين مستقل في الماء والكهرباء,voursa.com,2025-11-24,type de location: Location au mois | Taille rue: 8.00 | Proche de: مسجد أبو عبيدة  لبراق سابقا
نيمروات من إسكان 1,Terrain,Vente,5400000,750.0,,,,Tevragh Zeina,Nouakchott,نيمروين من إسكان 1 بسعر معقول واحد منهم 450م٢ فاتح فتحتين والثاني مساحة 300م٢ ,voursa.com,2025-10-26,Taille rue: N/A | Proche de: الكورنيش 
فرصة دبلكس بوادي شرم الشيخ,Appartement/Maison,Vente,5800000,150.0,6.0,2.0,,Tevragh Zeina,Nouakchott,"فرصة دبلكس فلبوادي شرم الشيخ مافات اندخل مبيوع ماهو واعر
الرقم Wtssapp 46811542",voursa.com,2026-01-08,Titre foncier | type de propriété: Duplex | 1 balcon(s) | Taille rue: 20.00 | Proche de: دبلكس | Garage
نيمرو من سكتير 2 ابلوكات للبيع ,Terrain,Vente,3400000,700.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ تيمرو اعلي شارع اثلاثين مساحة 700م# مبيوع ب 34مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-06-14,Taille rue: N/A | Proche de: سكتير 2 ابلوكات
قطعه ارضيه ,Local commercial/industriel,Vente,4200000,606.0,,,,Dar Naim,Nouakchott,نيمرو من المطار القديم اعل رابله مبيوع ب35مليون حد عندو عقار للبيع يتواصل امعاي ,voursa.com,2025-12-20,Taille rue: N/A | Proche de: شريكة الصين
عماره ف الفلوجة اعلي كدروه للبيع ,Autre,Vente,3100000,150.0,,,,Arafat,Nouakchott,السلام عليكم هذ عماره ف الفلوجة بالقرب من الدسق مساحتها 150م# مدخل اثلت مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-08-04,Taille rue: N/A | Proche de: الفلوجة 
نمرو للبيـــــــــع في مطار القديم ,Terrain,Vente,450000,180.0,,,,Dar Naim,Nouakchott,"166 من بلوك 60 مطار القديم  
المساحة 180 م² 
السعر  : 4 مليون و 500 الف
واتساب فقط للجدين ",voursa.com,2025-10-15,Taille rue: N/A | Proche de: مدرسة الجمهورية 
نيمرو ممتاز من تراب النواب القدماء تفرغ زين ,Terrain,Vente,2500000,500.0,,,,Tevragh Zeina,Nouakchott,"شارع كبير وممتاز تبارك الله فرصة 
ملاحظة للراغبين في شراء او بيع نيمرو او دار ماعليكم سوى التواصل معنا والله المستعان ",voursa.com,2025-06-24,Taille rue: N/A | Proche de: الجامعة
ذاك نيمر من اقنودرت ماه واعر فرصة ,Terrain,Vente,1200000,300.0,,,,Tevragh Zeina,Nouakchott,فرصة نيمر من اقنودرة موقع جيد,voursa.com,2026-01-17,Titre foncier | Taille rue: 15.00 | Proche de: اقنودرة 
200م# من مدال m اسويت للبيع ,Terrain,Vente,1300000,200.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 200م# من مدال m اسويت بالقرب من مدال m والقرب من سكجيم m مبيوع ب 13مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-08-26,Taille rue: N/A | Proche de: مدال m اسويت
نيمرو أفكرن من إسكان تفرغ زينة قريب من الكورنيش ,Terrain,Vente,2500000,300.0,,,,Tevragh Zeina,Nouakchott,نيمرو أفكرن من إسكان تفرغ زينة قريب من الكورنيش مساحة 300م٢ ب 25 مليون ,voursa.com,2025-05-22,Taille rue: 0.00 | Proche de: إسكان 
نمرو للبيـــــع في مطار القديم ,Terrain,Vente,2100000,400.0,,,,Dar Naim,Nouakchott,"نمرو للبيـــــع في مطار القديم بلوك 3 قرب الدرك الوطني
المساحة: 400 م²
السعر : 21 مليون 
واتساب 22608090 فقط للجدين ",voursa.com,2025-09-10,Taille rue: N/A | Proche de: قيادة الدرك الوطني 
نيمرو من اتراب ول سيد لمين بالقرب من الخارجي اعلي شارع اكبير للبيع ,Terrain,Vente,3000080,300.0,,,,Tevragh Zeina,Nouakchott,"ت

السلام عليكم هذ نيمرو اعلى شارع اكبير من اتراب ول سيد لمين بالقرب من وزارة الخارحي  مساحة 300م# مبيوع ب 30مليون للإستفسار اكثر اتصلوا على الرقم التالى 49546950",voursa.com,2025-11-17,Taille rue: N/A | Proche de: اتراب ول سيد لمين 
نيمرو أفكرن من بلوك 43 قرب لابست ,Terrain,Vente,2200000,400.0,,,,Dar Naim,Nouakchott,المساحة 400م٢ تيتر فونصي الثمن 22 مليون ,voursa.com,2026-02-21,Titre foncier | Taille rue: N/A | Proche de: سوق السيارات 
